,subject,set,understood task,response,button_bias_Z,decoy_NN_count,decoy_NN_count_correct,decoy_binom,rt set,rt shifted,rt swapped,rt neither,key_r,I7_count,I5_count,I1_count,I11_count,rt shifted-swapped,rt shifted:swapped,# shifted,# swapped,# neither,# 1st button,# 2nd button,# neither button,# 1st button (task),# 2nd button (task),# neither button (task),# button presses (task),# trials,# button presses,# no_neither_trials,rate shifted,rate swapped,rate neither,rate pressed 1st,rate pressed 2nd,rate pressed neither,rate pressed 1st (task),rate pressed 2nd (task),rate pressed neither (task),rate_NN_shifted,rate_NN_swapped,rate shifted - rate swapped,rate shifted - rate swapped (NN),Unnamed: 0,subject_age,Did this strategy change throughout the task?,How did you listen to the task?,"If you have had musical training, how old were you during this period (i.e., age-range)?",What is your first language?,Did you notice any change in the music? Elaborate,Q15 - Parent Topics,Q15 - Topics,How did you arrive at this experiment?,What is your first language (if other)?,"Did you notice any particular changes in the music? In other words, did you base your discriminations on specific features of the melodies?",subject_gender,How did your strategy change throughout the task?,Would you consider yourself a musical person? (0-10),How many years of formal musical training do you have?,Do you play any instruments (with or without formal training)?,Which instruments do you play (if any)?,I understood the instructions of the task,I found the task difficult,What general strategy (if any) did you use to judge the similarity across the melodies?,RecordedDate,sona
522,SSS0561,0 2 4 7 9,True,BABABBBABBBAABBB,0.6855795667606845,16,7,0.7727508544921875,1552.2024999957066,1427.2550000171177,1566.2200000081211,0.0,0.7763885788837797,2.0625,2.0625,0.0,0.0,-138.96499999100342,0.9112736397247623,7.0,9.0,0.0,5.0,11.0,0.0,5.0,11.0,0.0,16.0,16.0,16.0,16.0,0.4375,0.5625,0.0,0.3125,0.6875,0.0,0.3125,0.6875,0.0,0.4375,0.5625,-0.125,-0.125,525,18,No,"in-ear, AirPods",12-13,English,,,,SONA for course credit,,No,Female,,3.0,2-3,"Yes, but not so well",Guitar,Strongly Agree,Agree,,2020-10-20 23:40:07,39889
523,SSS0562,0 2 4 7 9,True,BAABBBBBABA,-0.06299407883487115,11,8,0.11328125,787.4650000594556,418.1749999988824,1379.0250000311062,2158.464999985881,0.7787294948601664,1.375,3.25,0.0,0.0,-960.8500000322238,0.3032396076861912,8.0,3.0,5.0,4.0,7.0,5.0,4.0,7.0,5.0,16.0,16.0,16.0,11.0,0.5,0.1875,0.3125,0.25,0.4375,0.3125,0.25,0.4375,0.3125,0.7272727272727273,0.2727272727272727,0.3125,0.4545454545454546,526,19,No,In-ear headphones. Airpod pros. ,,English,The note.,,,SONA for course credit,,Yes,Female,,5.0,0,No,,Strongly Agree,Agree,"None, in particular. I tried to assign different words to each tone that played and recite them. ",2020-10-21 00:11:26,39585
524,SSS0563,0 2 4 7 9,True,BBBBBB,0.0,6,2,0.890625,1837.7475000019185,1837.7475000019185,2483.8075000005774,1889.4325000001118,0.7870217761095649,1.8,2.6,0.0,0.0,-646.0599999986589,0.7398912757939137,2.0,4.0,14.0,0.0,6.0,14.0,0.0,6.0,14.0,20.0,20.0,20.0,6.0,0.1,0.2,0.7,0.0,0.3,0.7,0.0,0.3,0.7,0.3333333333333333,0.6666666666666666,-0.1,-0.3333333333333333,527,19,No,"yes, in-ear",10-11,Other (please specify below):,,,,SONA for course credit,Chinese,No,Female,,5.0,1,"Yes, I do alright",piano guitar,Agree,Neither Agree nor Disagree,the tone,2021-04-10 09:05:40,41100
525,SSS0564,0 2 4 7 9,True,BBAABABABABBBAABAA,0.9718253158075499,18,9,0.5927352905273438,1450.3100000002887,2157.2399999988265,1240.799999999348,1522.3125000002328,0.7736083980625095,1.7,2.5,0.0,0.0,916.4399999994785,1.7385880077369116,9.0,9.0,2.0,9.0,9.0,2.0,9.0,9.0,2.0,20.0,20.0,20.0,18.0,0.45,0.45,0.1,0.45,0.45,0.1,0.45,0.45,0.1,0.5,0.5,0.0,0.0,528,18,No,Over-the-ear headphones,,Other (please specify below):,,,,SONA for course credit,Mandarin Chinese,No,Male,,0.0,0,No,,Strongly Agree,Neither Agree nor Disagree,,2021-03-22 10:28:53,40423
526,SSS0566,0 2 4 7 9,True,BBABAABABBBBBBA,0.20291986247835678,15,10,0.15087890624999997,2184.2849999666214,1915.977500146255,2303.559999912977,3569.0950001589954,0.7864660594623365,2.5,2.15,0.0,0.0,-387.5824997667223,0.8317462971308044,10.0,5.0,5.0,5.0,10.0,5.0,5.0,10.0,5.0,20.0,20.0,20.0,15.0,0.5,0.25,0.25,0.25,0.5,0.25,0.25,0.5,0.25,0.6666666666666666,0.3333333333333333,0.25,0.3333333333333333,529,21,No,over-the-ear headphones,,Other (please specify below):,,,,SONA for course credit,CHINESE,No,Male,,3.0,0,No,,Strongly Agree,Strongly Agree,listen to general pattern,2021-04-10 14:59:28,41127
527,SSS0567,0 2 4 7 9,True,AAAAABBBBBBBBBA,-2.91209318847307,15,13,0.003692626953125,773.700000019744,773.700000019744,1203.0875000059605,0.0,0.7801797128778016,2.2666666666666666,2.3333333333333335,0.0,0.0,-429.3874999862164,0.643095369219538,13.0,2.0,0.0,6.0,9.0,0.0,6.0,9.0,0.0,15.0,15.0,15.0,15.0,0.8666666666666667,0.13333333333333333,0.0,0.4,0.6,0.0,0.4,0.6,0.0,0.8666666666666667,0.13333333333333333,0.7333333333333334,0.7333333333333334,530,19,No,"Headphones, in-ear",17,Other (please specify below):,,,,SONA for course credit, Mandarin,No,Male,,5.0,1,"Yes, but not so well",Piano,Strongly Agree,Agree,Observe the significant differences,2020-10-21 02:17:14,39580
528,SSS0568,0 2 4 7 9,True,ABAABBBBB,-0.8164965809277261,9,8,0.01953125,1263.302500010468,1201.9475000270177,1393.5850000125356,1243.2799999951385,0.7821333145885664,1.8333333333333333,2.6666666666666665,0.0,0.0,-191.63749998551793,0.8624859624753466,8.0,1.0,9.0,3.0,6.0,9.0,3.0,6.0,9.0,18.0,18.0,18.0,9.0,0.4444444444444444,0.05555555555555555,0.5,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0.5,0.8888888888888888,0.1111111111111111,0.38888888888888884,0.7777777777777777,531,21,No,"Yes, In-ear, AirPods",,English,,,,SONA for course credit,,No,Female,,2.0,0,No,,Strongly Agree,Strongly Agree,,2020-10-21 02:07:18,38175
529,SSS0569,0 2 4 7 9,True,AAABAABBAAABABAAABAB,0.964644285322452,20,17,0.0012884140014648438,714.5000000600703,611.0450000269338,2069.6450000396,0.0,0.7725280087455552,1.45,2.6,0.0,0.0,-1458.600000012666,0.29524145445969835,17.0,3.0,0.0,13.0,7.0,0.0,13.0,7.0,0.0,20.0,20.0,20.0,20.0,0.85,0.15,0.0,0.65,0.35,0.0,0.65,0.35,0.0,0.85,0.15,0.7,0.7,532,18,No,in-ear headphones,8-14,English,"Ups and downs, notes that weren't present in the test melody",,,SONA for course credit,,Yes,Female,,7.0,6-8,"Yes, I do alright",Piano,Strongly Agree,Agree,"Similar contour, any outstanding notes",2021-03-22 11:18:07,40553
530,SSS0570,0 2 4 7 9,True,BBABBABBAABBBA,0.34876557585373114,14,12,0.0064697265625,461.9400000004098,361.56999999983236,1741.142499999376,3239.1599999996834,0.7972625765370674,1.7647058823529411,2.411764705882353,0.0,0.0,-1379.5724999995437,0.2076624974693122,12.0,2.0,3.0,5.0,9.0,3.0,5.0,9.0,3.0,17.0,17.0,17.0,14.0,0.7058823529411765,0.11764705882352941,0.17647058823529413,0.29411764705882354,0.5294117647058824,0.17647058823529413,0.29411764705882354,0.5294117647058824,0.17647058823529413,0.8571428571428571,0.14285714285714285,0.5882352941176471,0.7142857142857142,533,18,No,in-ear earphones,14-17,English,,,,SONA for course credit,,No,Female,,6.0,4-5,No,,Strongly Agree,Strongly Agree,"I would compare the test and option 1 and then based on contrasts between those, I would judge similarity between option 1 and option 2.",2020-10-21 02:37:35,39932
531,SSS0571,0 2 4 7 9,True,BABABAAAAABABBBABA,1.0394506945877098,18,11,0.2403411865234375,1946.6649999958463,2191.244999994524,1553.360000019893,2193.4924999950454,0.7834731527199026,2.0,2.4,0.0,0.0,637.8849999746308,1.4106485296173854,11.0,7.0,2.0,10.0,8.0,2.0,10.0,8.0,2.0,20.0,20.0,20.0,18.0,0.55,0.35,0.1,0.5,0.4,0.1,0.5,0.4,0.1,0.6111111111111112,0.3888888888888889,0.20000000000000007,0.22222222222222227,534,21,Yes,headphones,,English,"sometimes, there were differences in the patterns of high and low keys",,,SONA for course credit,,Yes,Male,"block 4, i think. I tried dividing the music based on how it sounded in the middle and in the end.",5.0,0,"Yes, but not so well",piano,Strongly Agree,Strongly Agree,trying to match the number of high keys and low keys,2021-03-22 12:01:28,36744
532,SSS0572,0 2 4 7 9,True,ABABBAABBBBBAAABA,-0.23662840251096373,17,16,0.0001373291015625,414.25000003073364,414.25000003073364,669.315000064671,383.51499987766147,0.7667992469922416,1.75,2.75,0.0,0.0,-255.0650000339374,0.6189163547667506,16.0,1.0,3.0,8.0,9.0,3.0,8.0,9.0,3.0,20.0,20.0,20.0,17.0,0.8,0.05,0.15,0.4,0.45,0.15,0.4,0.45,0.15,0.9411764705882353,0.058823529411764705,0.75,0.8823529411764706,535,20,No,"in-ear headphones, apple earbuds with a wire",12-20,English,,,,SONA for course credit,,No,Male,,8.0,6-8,"Yes, I am near professional",Piano,Agree,Strongly Agree,Listen for notes outside of the key or extreme high or low pitches,2021-04-10 17:24:01,41079
533,SSS0573,0 2 4 7 9,True,AAABBABBBBBBB,-1.7539302113940216,13,12,0.001708984375,904.2224999866448,769.7824999631848,1998.20000003092,2308.6350000230595,0.7874608010523378,1.7,2.95,0.0,0.0,-1228.417500067735,0.3852379641433657,12.0,1.0,7.0,4.0,9.0,7.0,4.0,9.0,7.0,20.0,20.0,20.0,13.0,0.6,0.05,0.35,0.2,0.45,0.35,0.2,0.45,0.35,0.9230769230769231,0.07692307692307693,0.5499999999999999,0.8461538461538463,536,19,No,"Headphones, airpods ",14-16,Other (please specify below):,,,,SONA for course credit,Portuguese ,No,Female,,4.0,2-3,No,,Strongly Agree,Agree,,2021-03-22 12:19:58,39738
534,SSS0574,0 2 4 7 9,True,0,0.0,0,0,0.0,991.4524999912828,0.0,0.0,991.4524999912828,0.7523198555522168,1.5,2.45,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.0,,537,20,No,over the ear studio headphones,,English,,,,SONA for course credit,,No,Male,,5.0,0,No,,Agree,Agree,,2021-03-22 12:47:32,40409
535,SSS0575,0 2 4 7 9,True,BBBBBBBBBBBB,0.0,12,6,0.61279296875,2716.4224999942817,3737.912500000559,1876.3049999976065,5079.347499995725,0.7833045916898568,1.2857142857142858,3.4285714285714284,0.0,0.0,1861.6075000029523,1.992166785253638,6.0,6.0,2.0,0.0,12.0,2.0,0.0,12.0,2.0,14.0,14.0,14.0,12.0,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.0,0.8571428571428571,0.14285714285714285,0.0,0.8571428571428571,0.14285714285714285,0.5,0.5,0.0,0.0,538,21,No,in ear (airpods),6-10,Other (please specify below):,,,,SONA for course credit,Chinese,No,Female,,2.0,4-5,"Yes, but not so well",Piano（forgotten most）,Strongly Agree,Neither Agree nor Disagree,intuition,2020-10-21 03:03:03,40195
536,SSS0576,0 2 4 7 9,True,ABAA,1.0,4,2,0.6875,939.7000001044944,1031.7599999834783,1505.4350000573322,939.7000001044944,0.7900855602405,1.5333333333333334,2.7333333333333334,0.0,0.0,-473.6750000738539,0.6853567240991376,2.0,2.0,11.0,3.0,1.0,11.0,3.0,1.0,11.0,15.0,15.0,15.0,4.0,0.13333333333333333,0.13333333333333333,0.7333333333333333,0.2,0.06666666666666667,0.7333333333333333,0.2,0.06666666666666667,0.7333333333333333,0.5,0.5,0.0,0.0,539,21,No,in-ear headphones,,English,ups and down,,,SONA for course credit,,Yes,Female,,5.0,0,No,,Strongly Agree,Disagree,different beats,2020-10-24 02:07:53,38015
537,SSS0577,0 2 4 7 9,True,BAABAAABAABBBABAAB,0.5470793129408998,18,17,7.2479248046875e-05,1443.619999999879,1195.904999999795,1466.6049999995157,2595.3849999995437,0.7947101121138622,1.75,3.1,0.0,0.0,-270.6999999997206,0.8154240576025514,17.0,1.0,2.0,10.0,8.0,2.0,10.0,8.0,2.0,20.0,20.0,20.0,18.0,0.85,0.05,0.1,0.5,0.4,0.1,0.5,0.4,0.1,0.9444444444444444,0.05555555555555555,0.7999999999999999,0.8888888888888888,540,20,Yes,Apple AirPods 2,7-20,English,i would listen to hear if a note was off key,,,SONA for course credit,,Yes,Male,i did not really change my strategy,8.0,9+,"Yes, I am near professional",violin,Agree,Neither Agree nor Disagree,trying to memorize patterns and scales,2021-04-10 23:58:22,41062
538,SSS0578,0 2 4 7 9,False,BAAAAABAABBAABAAAABA,0.3317206807520597,20,8,0.8684120178222656,1527.63500000583,3602.000000013504,912.7499999888241,0.0,0.7712615133752151,1.7,2.35,0.0,0.0,2689.25000002468,3.946316077850022,8.0,12.0,0.0,14.0,6.0,0.0,14.0,6.0,0.0,20.0,20.0,20.0,20.0,0.4,0.6,0.0,0.7,0.3,0.0,0.7,0.3,0.0,0.4,0.6,-0.19999999999999996,-0.19999999999999996,541,21,No,,8-14,Other (please specify below):,,,,SONA for course credit,Chinese Mandarin,No,Female,,7.0,6-8,"Yes, I do alright",,Neither Agree nor Disagree,Neither Agree nor Disagree,,2021-04-11 01:25:46,40631
539,SSS0579,0 2 4 7 9,False,BABBBBB,0.6324555320336755,7,3,0.7734375,2074.819999979809,2067.9249999811873,1695.8574999589473,2577.3449999978766,0.7746239184832089,2.1538461538461537,2.923076923076923,0.0,0.0,372.06750002224,1.2193978562651915,3.0,4.0,6.0,1.0,6.0,6.0,1.0,6.0,6.0,13.0,13.0,13.0,7.0,0.23076923076923078,0.3076923076923077,0.46153846153846156,0.07692307692307693,0.46153846153846156,0.46153846153846156,0.07692307692307693,0.46153846153846156,0.46153846153846156,0.42857142857142855,0.5714285714285714,-0.07692307692307693,-0.14285714285714285,542,21,No,,8-13,English,,,,SONA for course credit,,No,Male,,8.0,4-5,"Yes, I do alright",guitar,,,,2020-10-24 18:57:00,39747
540,SSS0580,0 2 4 7 9,True,BBBBAABBBABAA,-0.7097403351110759,13,8,0.29052734375,3298.9449999951757,4320.505000003381,3012.0400000014342,2578.2749999924563,0.7510744885390405,1.875,3.0625,0.0,0.0,1308.4650000019465,1.434411561599887,8.0,5.0,3.0,5.0,8.0,3.0,5.0,8.0,3.0,16.0,16.0,16.0,13.0,0.5,0.3125,0.1875,0.3125,0.5,0.1875,0.3125,0.5,0.1875,0.6153846153846154,0.38461538461538464,0.1875,0.23076923076923078,543,19,No,in ear headphones,,English,the pitch of the notes (i think not sure because i dont know music) changed,,,SONA for course credit,,Yes,Female,,0.0,0,No,,Strongly Agree,Agree,tried to remember the first tune in my head to compare,2020-10-24 22:50:53,40218
541,SSS0581,0 2 4 7 9,True,BAAAABABAABBBABABABB,0.9189365834726815,20,10,0.5880985260009766,1684.1225000098348,1385.7600000919774,1827.9174999333918,0.0,0.7841448357534171,1.65,3.0,0.0,0.0,-442.1574998414144,0.7581086127478257,10.0,10.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,20.0,20.0,20.0,20.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,544,,No,Headphones ,12-15,Spanish,Pitch was different every so often ,,,SONA for course credit,,Yes,Female,,6.0,1,"Yes, but not so well",Violin ,Strongly Agree,Strongly Disagree,pitch,2021-04-11 10:15:42,40880
542,SSS0582,0 2 4 7 9,True,ABBAAAABABBAABB,-0.2512853555162084,15,6,0.84912109375,467.4874999979511,403.9574999990873,553.8899999959394,457.53999998793006,0.7708757098514283,1.55,2.55,0.0,0.0,-149.93249999685213,0.729309971297638,6.0,9.0,5.0,8.0,7.0,5.0,8.0,7.0,5.0,20.0,20.0,20.0,15.0,0.3,0.45,0.25,0.4,0.35,0.25,0.4,0.35,0.25,0.4,0.6,-0.15000000000000002,-0.19999999999999996,545,19,No,headphones,11-19,English,,,,SONA for course credit,,No,Female,,8.0,6-8,"Yes, I do alright",8,Agree,Agree,instinct,2021-03-22 17:00:29,40678
543,SSS0583,0 2 4 7 9,False,BBBBAABBBBB,-1.4757295747452446,11,3,0.96728515625,1470.2924999874085,2966.9449999928474,1190.7199999841396,1415.4599999892525,0.802145563319323,1.5625,3.1875,0.0,0.0,1776.2250000087079,2.491723495055401,3.0,8.0,5.0,2.0,9.0,5.0,2.0,9.0,5.0,16.0,16.0,16.0,11.0,0.1875,0.5,0.3125,0.125,0.5625,0.3125,0.125,0.5625,0.3125,0.2727272727272727,0.7272727272727273,-0.3125,-0.4545454545454546,546,20,No,in-ear,6-10,Other (please specify below):,,,,Poeppel Lab Website,Chinese,No,Female,,0.0,4-5,"Yes, but not so well",Piano,Strongly Disagree,Strongly Agree,feeling,2020-10-25 03:37:18,40165
544,SSS0585,0 2 4 7 9,True,BBBBBABAAABABAAB,0.0657951694959769,16,12,0.0384063720703125,1845.5200000025798,1845.5200000025798,2302.0925000018906,0.0,0.7856261152529895,1.0625,3.375,0.0,0.0,-456.5724999993108,0.8016706539815686,12.0,4.0,0.0,7.0,9.0,0.0,7.0,9.0,0.0,16.0,16.0,16.0,16.0,0.75,0.25,0.0,0.4375,0.5625,0.0,0.4375,0.5625,0.0,0.75,0.25,0.5,0.5,547,18,No,"headphones, in-ear, Philips bass boosting earbuds",3-18,English,It is the same as answered above.,,,SONA for course credit,,Yes,Female,,6.0,9+,"Yes, I do alright","Violin, piano",Agree,Neither Agree nor Disagree,"Sometimes I judged if the melodies were in the same key, and sometimes I judged if the melody itself followed a slightly different pattern.",2020-10-25 09:29:00,39792
545,SSS0586,0 2 4 7 9,True,AABABBBBAABBABA,0.28718326344709516,15,10,0.15087890624999997,2348.065000027418,2353.1075000064448,2348.065000027418,0.0,0.7902292129267735,1.5333333333333334,2.7333333333333334,0.0,0.0,5.042499979026616,1.002147512943197,10.0,5.0,0.0,7.0,8.0,0.0,7.0,8.0,0.0,15.0,15.0,15.0,15.0,0.6666666666666666,0.3333333333333333,0.0,0.4666666666666667,0.5333333333333333,0.0,0.4666666666666667,0.5333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,548,19,No,"in-ear, airpods (Apple)",8-12,Other (please specify below):,,,,SONA for course credit,Mandarin,No,Female,,3.0,4-5,"Yes, I do alright",piano ,Strongly Agree,Disagree,the high and low note and also the rhythm,2020-10-25 11:29:25,39687
546,SSS0587,0 2 4 7 9,True,ABAABBAABABABBBA,1.0350983390135313,16,3,0.9979095458984375,1801.4425000073388,1980.6800000080839,1735.8450000025332,0.0,0.7884863005371083,1.8125,2.5,0.0,0.0,244.83500000555068,1.141046579622716,3.0,13.0,0.0,8.0,8.0,0.0,8.0,8.0,0.0,16.0,16.0,16.0,16.0,0.1875,0.8125,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.1875,0.8125,-0.625,-0.625,549,18,No,in-ear,12-14,English,,,,SONA for course credit,,No,Female,,2.0,2-3,"Yes, but not so well",Piano,Agree,Disagree,,2020-10-25 13:37:49,39838
547,SSS0588,0 2 4 7 9,True,BAAAABBAAABBABBBAAB,-0.6978227007909172,19,17,0.0003643035888671875,758.3474999992177,674.875000026077,873.4224998624995,1620.0149999931455,0.8133399806216299,1.8,2.65,0.0,0.0,-198.5474998364225,0.7726787438293846,17.0,2.0,1.0,10.0,9.0,1.0,10.0,9.0,1.0,20.0,20.0,20.0,19.0,0.85,0.1,0.05,0.5,0.45,0.05,0.5,0.45,0.05,0.8947368421052632,0.10526315789473684,0.75,0.7894736842105263,550,19,No,over the ear headphones,7-13,English,"At some points it seemed that the melodies actually were somewhat smooth, and the ""more different"" one would be obvious because it went out of tune. But this wasn't always obvious.",,,SONA for course credit,,Yes,Female,,4.0,6-8,"Yes, but not so well",Piano,Strongly Agree,Agree,mainly just tried to hum it internally,2021-03-22 19:26:21,40697
548,SSS0589,0 2 4 7 9,True,BBBABBAABAAAAABAA,-0.6401219396028971,17,8,0.6854705810546875,2602.019999991171,2163.977499993518,2602.019999991171,0.0,0.7852659418834554,1.5294117647058822,3.1176470588235294,0.0,0.0,-438.04249999765307,0.8316529081255565,8.0,9.0,0.0,10.0,7.0,0.0,10.0,7.0,0.0,17.0,17.0,17.0,17.0,0.47058823529411764,0.5294117647058824,0.0,0.5882352941176471,0.4117647058823529,0.0,0.5882352941176471,0.4117647058823529,0.0,0.47058823529411764,0.5294117647058824,-0.05882352941176472,-0.05882352941176472,551,19,No,,,Other (please specify below):,,,,SONA for course credit,,No,Male,,9.0,9+,"Yes, I am near professional","Violin, piano",Strongly Agree,Agree,,2020-10-25 18:44:52,39598
549,SSS0590,0 2 4 7 9,True,BAAB,0.0,4,2,0.6875,1768.4074999997392,2136.6825000005774,1619.4699999908917,1768.4074999997392,0.7941797324871991,1.8125,2.5625,0.0,0.0,517.2125000096858,1.319371461041325,2.0,2.0,12.0,2.0,2.0,12.0,2.0,2.0,12.0,16.0,16.0,16.0,4.0,0.125,0.125,0.75,0.125,0.125,0.75,0.125,0.125,0.75,0.5,0.5,0.0,0.0,552,20,No,in ear headphones,,English,,,,SONA for course credit,,No,Female,,4.0,0,No,,Agree,Disagree,none,2020-10-25 21:03:10,37554
550,SSS0591,0 2 4 7 9,True,ABAABABBBBBBABBAB,0.6817786549807431,17,11,0.1661529541015625,781.4725000006147,706.5550000006333,443.5324999995064,1565.9149999995716,0.7546518563799299,1.6,2.45,0.0,0.0,263.0225000011269,1.5930174226272473,11.0,6.0,3.0,6.0,11.0,3.0,6.0,11.0,3.0,20.0,20.0,20.0,17.0,0.55,0.3,0.15,0.3,0.55,0.15,0.3,0.55,0.15,0.6470588235294118,0.35294117647058826,0.25000000000000006,0.29411764705882354,553,22,Yes,hyper X  Stinger headphones,10~13,Other (please specify below):,"most of the melodies changes in the sixth or seventh of the sound ""ding""",,,SONA for course credit,Chinese,Yes,Male,,6.0,2-3,"Yes, I do alright",Bamboo Flute,Strongly Agree,Agree,sensation,2021-03-22 17:39:10,40818
551,SSS0592,0 2 4 7 9,True,BBBBBBBBB,0.0,9,5,0.5,614.7574999995995,558.730000004638,2527.2100000001956,670.7849999945611,0.7723495634729942,1.75,3.2,0.0,0.0,-1968.4799999955576,0.2210857032081207,5.0,4.0,11.0,0.0,9.0,11.0,0.0,9.0,11.0,20.0,20.0,20.0,9.0,0.25,0.2,0.55,0.0,0.45,0.55,0.0,0.45,0.55,0.5555555555555556,0.4444444444444444,0.04999999999999999,0.11111111111111116,554,20,No,headphones,6,English,,,,SONA for course credit,,No,Male,,3.0,1,No,,Agree,Neither Agree nor Disagree,FELLING ,2021-04-11 12:34:23,41104
552,SSS0593,0 2 4 7 9,True,ABAAABBBABBABBAAAA,-0.43766345035272025,18,15,0.0037689208984375,1510.6175000108778,775.129999994766,3252.334999997169,2342.029999999795,0.7848264468991435,1.8,2.85,0.0,0.0,-2477.205000002403,0.2383303073008902,15.0,3.0,2.0,10.0,8.0,2.0,10.0,8.0,2.0,20.0,20.0,20.0,18.0,0.75,0.15,0.1,0.5,0.4,0.1,0.5,0.4,0.1,0.8333333333333334,0.16666666666666666,0.6,0.6666666666666667,555,19,No,airpods,11-18,English,"I would recognize small melodies in the test sound, and would notice if they sound different in the two options. ",,,SONA for course credit,,Yes,Female,,8.0,6-8,"Yes, I do alright","Vocalist, Piano, Guitar, Ukulele",Strongly Agree,Strongly Agree,"Major vs,. minor scales, noticing when one melody has a weird sharp or flat in it. ",2020-10-25 23:12:59,40040
553,SSS0594,0 2 4 7 9,True,BABAAAABBBABBAA,-0.2512853555162084,15,12,0.017578125,3060.304999933578,1463.1124999723397,6315.320000052452,0.0,0.8197598340559203,1.5333333333333334,3.4,0.0,0.0,-4852.207500080112,0.23167670046176406,12.0,3.0,0.0,8.0,7.0,0.0,8.0,7.0,0.0,15.0,15.0,15.0,15.0,0.8,0.2,0.0,0.5333333333333333,0.4666666666666667,0.0,0.5333333333333333,0.4666666666666667,0.0,0.8,0.2,0.6000000000000001,0.6000000000000001,556,20,No,Apple Wireless Airpods,5-14,Other (please specify below):,high key/low key,,,SONA for course credit,Chinese,Yes,Female,,8.0,9+,"Yes, I am near professional",piano,Strongly Agree,Agree,compare one by one (just for some),2020-10-26 00:48:32,40255
554,SSS0596,0 2 4 7 9,True,BBBBBBBABAB,0.8432740427115671,11,9,0.03271484375,3839.1100000003353,4931.199999991804,3364.850000012899,3587.6699999789707,0.7722017917529872,1.8,2.4,0.0,0.0,1566.3499999789055,1.4655036628595335,9.0,2.0,4.0,2.0,9.0,4.0,2.0,9.0,4.0,15.0,15.0,15.0,11.0,0.6,0.13333333333333333,0.26666666666666666,0.13333333333333333,0.6,0.26666666666666666,0.13333333333333333,0.6,0.26666666666666666,0.8181818181818182,0.18181818181818182,0.4666666666666667,0.6363636363636365,557,21,No,speakers,"vocal from 7 to 12. trumpet from 3rd grade to 6th grade. some guitar, but no training",English,,,,SONA for course credit,,No,Female,,5.0,4-5,"Yes, but not so well",guitar,Strongly Agree,Agree,I mostly paid attention to minor notes vs major notes,2020-10-27 22:55:57,39499
555,SSS0598,0 2 4 7 9,True,BBAABBBAAAB,-0.9331389496316866,11,6,0.5,2370.6050000619143,3615.0625000009313,2102.8549999464303,2082.18999998644,0.7654443549910417,2.2666666666666666,2.933333333333333,0.0,0.0,1512.207500054501,1.7191211472464931,6.0,5.0,4.0,5.0,6.0,4.0,5.0,6.0,4.0,15.0,15.0,15.0,11.0,0.4,0.3333333333333333,0.26666666666666666,0.3333333333333333,0.4,0.26666666666666666,0.3333333333333333,0.4,0.26666666666666666,0.5454545454545454,0.45454545454545453,0.06666666666666671,0.09090909090909088,558,20,No,"Over-the-ear, Bose Quiet Comfort 35",,English,,,,SONA for course credit,,No,Male,,5.0,0,No,,Strongly Agree,Agree,Finding patterns,2020-10-26 13:52:22,39540
556,SSS0599,0 2 4 7 9,True,BBBAAABABBBB,-0.9198662110077996,12,10,0.019287109375,1740.7949999906123,2081.145000003744,1126.2649999982677,1641.3425000063144,0.8033085037848239,1.9285714285714286,2.642857142857143,0.0,0.0,954.8800000054762,1.8478288857479765,10.0,2.0,2.0,4.0,8.0,2.0,4.0,8.0,2.0,14.0,14.0,14.0,12.0,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.8333333333333334,0.16666666666666666,0.5714285714285714,0.6666666666666667,559,19,No,in ear,10,English,I remembered the changes between notes and whether they were higher than the previous note,,,SONA for course credit,,Yes,Female,,5.0,1,No,,Strongly Agree,Agree,,2020-10-26 15:15:57,39795
