StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q16,Q17,Q14,Q18,Q3_NPS_GROUP,Q3,Q4,Q13,Q5,Q6,Q9,Q19,Q15,Q10,Q20,Q11,Q8_1,Q8_2,Q16,sub,sona,Q15 - Parent Topics,Q15 - Topics,Q9 - Parent Topics,Q9 - Topics
2020-09-22 14:59:45,2020-09-22 15:01:04,IP Address,100.11.0.13,100,79,True,2020-09-22 15:01:04,R_1GHtKRhgJm1018i,,,,,40.1714935302734375,-74.8180999755859375,anonymous,EN,19,Female,SONA for course credit,,English,,Detractor,5,2-3,"middle school ",No,,"compare the last notes of the melody ",No,,No,,"in-ear apple headphones ",Agree,Neither Agree nor Disagree,Agree,SSS0078,39649,,,,Unknown
2020-09-22 17:27:57,2020-09-22 17:29:39,IP Address,216.165.95.187,100,101,True,2020-09-22 17:29:39,R_1QmvwI7sIjofHZW,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,19,Female,SONA for course credit,,English,,Detractor,3,0,,No,,Just the opening chords,Yes,Sometimes it was obvious that there was a note off,No,,Headphone,Agree,Strongly Agree,Agree,SSS0092,39489,,Unknown,,Unknown
2020-09-22 18:05:12,2020-09-22 18:07:58,IP Address,50.29.138.156,100,166,True,2020-09-22 18:07:58,R_3ly15Ak3aM08XjT,,,,,41.12469482421875,-75.4080963134765625,anonymous,EN,22,Male,SONA for course credit,,English,,Promoter,10,9+,10-22,"Yes, I am near professional","Guitar, Synthesiser, Vocals",Paid attention to any sharps or flats that stood out,Yes,See above,No,,"Yes, over ear noise cancelling headphones",Strongly Agree,Disagree,Agree,SSS0240,39890,,Unknown,,Unknown
2020-09-22 19:25:18,2020-09-22 19:28:26,IP Address,172.58.231.60,100,187,True,2020-09-22 19:28:26,R_pa7qsPXKwBeoCOZ,,,,,40.849395751953125,-73.90160369873046875,anonymous,EN,21,Female,SONA for course credit,,English,,Detractor,4,1,middle school and college respectively,"Yes, but not so well","guitar, piano","visualizing the steps, thinking of how high each note was compared to the next",No,,No,,"hp speakers ",Strongly Agree,Agree,Agree,SSS0243,36567,,,,Unknown
2020-09-22 19:40:36,2020-09-22 19:41:48,IP Address,207.38.149.98,100,71,True,2020-09-22 19:41:48,R_OCnqRm6qgQnG4fv,,,,,40.7263031005859375,-73.9817962646484375,anonymous,EN,19,Female,SONA for course credit,,English,,Passive,7,4-5,10-16,"Yes, I am near professional","piano, guitar, clarinet",,No,,Yes,,,Agree,Neither Agree nor Disagree,Agree,SSS0214,39871,,,,
2020-09-22 19:55:59,2020-09-22 19:58:32,IP Address,185.153.180.15,100,152,True,2020-09-22 19:58:32,R_3dYxn1CJH44kgeD,,,,,34.0583953857421875,-118.2779998779296875,anonymous,EN,20,Male,SONA for course credit,,Other (please specify below):,Chinese,Detractor,5,0,,"Yes, but not so well",guitar,,Yes,the emotion I feel from the music,No,,in-ear headphone,Agree,Disagree,Agree,SSS0242,39565,,Unknown,,
2020-09-22 19:54:15,2020-09-22 19:59:42,IP Address,207.38.147.52,100,327,True,2020-09-22 19:59:42,R_1M5oOrBvvHJVYpj,,,,,40.7263031005859375,-73.9817962646484375,anonymous,EN,19,Male,SONA for course credit,,English,,Passive,8,4-5,7-11,"Yes, but not so well",Guitar,"listen to the patterns of the notes. Tried to differentiate high and low notes that were not apart of the original melody pattern. ",No,,No,,Airpods (1.0),Strongly Agree,Agree,Agree,SSS0247,39692,,,,Unknown
2020-09-22 20:06:08,2020-09-22 20:08:22,IP Address,69.146.24.133,100,134,True,2020-09-22 20:08:22,R_11aKxoDr7QIMisY,,,,,48.1999053955078125,-114.30339813232421875,anonymous,EN,19,Female,SONA for course credit,,English,,Detractor,4,4-5,8-13,"Yes, but not so well","Guitar, Pianno",none,No,,No,,Earphones- airpods,Strongly Agree,Neither Agree nor Disagree,Agree,SSS0248,39782,,,,Unknown
2020-09-22 20:32:29,2020-09-22 20:33:48,IP Address,68.175.122.221,100,78,True,2020-09-22 20:33:49,R_2DUovwr9tkTZZtD,,,,,40.730804443359375,-73.99749755859375,anonymous,EN,21,Female,SONA for course credit,,English,,Detractor,1,1,10-12,No,,"just listened for small differences, closed my eyes to focus more",Yes,"key changes, repetitions of notes",No,,in-ear headphones,Agree,Neither Agree nor Disagree,Agree,SSS0250,39766,,Unknown,,Unknown
2020-09-22 20:42:22,2020-09-22 20:43:54,IP Address,216.165.95.181,100,91,True,2020-09-22 20:43:54,R_3CZUt548LMj4Ujq,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,20,Female,SONA for course credit,,English,,Detractor,2,0,,"Yes, but not so well",piano,"none, i just listen",No,,No,,in-ear,Strongly Agree,Disagree,Agree,SSS0251,39926,,,,Unknown
2020-09-22 21:36:34,2020-09-22 21:39:15,IP Address,32.215.192.132,100,161,True,2020-09-22 21:39:16,R_2qkD83kAT31WxLN,,,,,41.2985992431640625,-73.49410247802734375,anonymous,EN,20,Male,SONA for course credit,,English,,Detractor,0,0,,No,,,No,,No,,in ear headphones,Strongly Agree,Strongly Disagree,Agree,SSS0256,40001,,,,
2020-09-22 22:38:15,2020-09-22 22:39:55,IP Address,66.56.200.233,100,100,True,2020-09-22 22:39:56,R_1LzYBPsxyt6MUGB,,,,,34.22430419921875,-77.8849029541015625,anonymous,EN,24,Male,SONA for course credit,,English,,Detractor,3,2-3,8-13,"Yes, but not so well",drums,"patterns, humming along",No,,No,,apple airpods pro,Strongly Agree,Agree,Agree,SSS0258,40142,,,,Unknown
2020-09-22 23:41:02,2020-09-22 23:44:44,IP Address,68.233.178.28,100,221,True,2020-09-22 23:44:44,R_W373Sa9wBOqefx7,,,,,40.75030517578125,-74.00140380859375,anonymous,EN,19,Female,SONA for course credit,,Other (please specify below):,Chinese,Detractor,5,6-8,7-15,"Yes, I do alright",Piano,imagine I am the one who is pressing the keys,No,,No,,over-the-ear,Strongly Agree,Agree,Agree,SSS0169,38710,,,,Unknown
2020-09-23 01:49:10,2020-09-23 01:53:00,IP Address,107.201.129.46,100,229,True,2020-09-23 01:53:00,R_1nUcoQzyZDN3CDQ,,,,,34.0758056640625,-118.37640380859375,anonymous,EN,21,Female,SONA for course credit,,English,,Passive,8,2-3,19,No,,I would try to focus on the beginning and end of melody. Also the tones.,Yes,The tones and the ending.,Yes,I don't exactly remember which block.,in-ear airpods,Neither Agree nor Disagree,Strongly Agree,Agree,SSS0252,39717,,Unknown,,Unknown
2020-09-23 02:38:05,2020-09-23 02:40:35,IP Address,221.112.63.241,100,150,True,2020-09-23 02:40:35,R_2Sib9OQBAvOrDTz,,,,,35.7270050048828125,139.76519775390625,anonymous,EN,19,Female,SONA for course credit,,English,,Promoter,10,9+,4-19,"Yes, I am a professional","Piano, Guitar","Notes, patterns, chromatic notes, key change",Yes,chromatic notes,No,,over the ear headphones,Strongly Agree,Agree,Agree,SSS0271,40154,,Unknown,,Unknown
2020-09-23 05:28:21,2020-09-23 05:30:43,IP Address,121.184.47.236,100,142,True,2020-09-23 05:30:43,R_vJ1hgtVzYAIVdlL,,,,,37.3235931396484375,126.8218994140625,anonymous,EN,20,Female,SONA for course credit,,Other (please specify below):,Korean,Passive,7,4-5,14-18,"Yes, I do alright","Flute, piano",general melody,No,,,,airpod pro,Strongly Agree,Strongly Disagree,Agree,SSS0273,39599,,,,Unknown
2020-09-23 09:06:36,2020-09-23 09:09:03,IP Address,68.174.149.175,100,146,True,2020-09-23 09:09:04,R_BDiqTVFCjdBAfst,,,,,40.770599365234375,-73.9282989501953125,anonymous,EN,27,Male,SONA for course credit,,English,,Detractor,6,4-5,7-15,"Yes, I do alright",Drums,Listen for one note differences,No,,No,,Over ear headphones. Sony,Strongly Agree,Neither Agree nor Disagree,Agree,SSS0276,38924,,,,Unknown
2020-09-23 10:18:28,2020-09-23 10:20:04,IP Address,68.175.5.30,100,96,True,2020-09-23 10:20:09,R_AHaKUbOG5nizD1L,,,,,40.781005859375,-73.950103759765625,anonymous,EN,19,Female,SONA for course credit,,English,,Detractor,5,1,10,"Yes, but not so well",Piano,"Using my fingers to remember ",No,,No,,Headphones,Strongly Agree,Neither Agree nor Disagree,Agree,SSS0277,38230,,,,Unknown
2020-09-23 11:33:37,2020-09-23 11:38:44,IP Address,72.68.140.52,100,307,True,2020-09-23 11:38:44,R_3JFxe1vHDSrbvMK,,,,,40.711395263671875,-74.0005035400390625,anonymous,EN,22,Female,SONA for course credit,,Other (please specify below):,Chinese,Detractor,3,0,,No,,"pitch changes, the flow of the melody",Yes,if there is any specific high or low pitch I pay attention to its placement within the melody,Yes,"I started using this strategy around the third block, I found it hard to pick up the differences otherwise",over-the-ear beats studio headphones,Strongly Agree,Strongly Agree,Agree,SSS0279,38778,,Unknown,,Unknown
2020-09-23 14:24:29,2020-09-23 14:27:15,IP Address,211.107.12.174,100,165,True,2020-09-23 14:27:15,R_1n1HKD9cPwPQnTA,,,,,37.2859039306640625,127.0098876953125,anonymous,EN,19,Female,SONA for course credit,,Other (please specify below):,Korean,Passive,7,9+,6-17,"Yes, I do alright","violin, piano",pitch of sounds,Yes,"major, minor",No,,in-ear,Strongly Agree,Neither Agree nor Disagree,Agree,SSS0004,39482,,Unknown,,Unknown
2020-09-23 15:08:51,2020-09-23 15:10:12,IP Address,96.246.189.64,100,81,True,2020-09-23 15:10:13,R_1DwXXy3Em8TywY1,,,,,40.60009765625,-73.74970245361328125,anonymous,EN,20,Female,SONA for course credit,,English,,Detractor,6,0,,No,,,No,,No,,,Strongly Agree,Strongly Agree,Agree,SSS0010,39556,,,,
2020-09-23 15:20:50,2020-09-23 15:22:38,IP Address,202.66.60.169,100,107,True,2020-09-23 15:22:38,R_2VEEzcB8j62lkxH,,,,,22.25,114.16668701171875,anonymous,EN,25,Female,SONA for course credit,,Other (please specify below):,Chinese,Detractor,6,4-5,7-11,"Yes, but not so well",electronic piano,close my eyes,Yes,Some notes changed in the music,No,,over-the-ear,Agree,Agree,Agree,SSS0012,39730,,Unknown,,Unknown
2020-09-23 15:42:02,2020-09-23 15:43:40,IP Address,174.197.138.28,100,98,True,2020-09-23 15:43:41,R_T1vusr1mq6ajR7z,,,,,40.6461944580078125,-73.955902099609375,anonymous,EN,21,Female,SONA for course credit,,English,,Passive,8,2-3,8-13,"Yes, I do alright",DRUMS,"high vs low ",No,,No,,"air pods ",Agree,Strongly Agree,Agree,SSS0011,37276,,,,Unknown
2020-09-23 16:16:39,2020-09-23 16:18:28,IP Address,209.122.233.142,100,108,True,2020-09-23 16:18:28,R_r6ligHQeNLSTRzr,,,,,40.7427978515625,-73.97119903564453125,anonymous,EN,20,Female,SONA for course credit,,Spanish,,Detractor,4,0,,No,,"rythm, tone",Yes,tones,No,,"yes, airpods",Strongly Disagree,Strongly Disagree,Agree,SSS0016,39927,,Unknown,,Unknown
2020-09-23 17:54:44,2020-09-23 17:57:25,IP Address,100.1.251.145,100,161,True,2020-09-23 17:57:26,R_1eQzWQLGpYZaRam,,,,,40.650604248046875,-74.31829833984375,anonymous,EN,19,Female,SONA for course credit,,English,,Detractor,4,6-8,7-14,"Yes, I do alright",piano and trumpet,"rhythm, correct note, if a note sounded more flat or sharp than the test melody",Yes,the sharpness or flatness of a note helped me find a difference,No,,"in-ear headphones, airpods ",Strongly Agree,Disagree,Agree,SSS0035,39459,,Unknown,,Unknown
2020-09-23 19:07:02,2020-09-23 19:08:36,IP Address,209.122.206.113,100,93,True,2020-09-23 19:08:36,R_1jCigd3zkjrP9rj,,,,,40.724700927734375,-73.89569854736328125,anonymous,EN,21,Female,SONA for course credit,,English,,Detractor,0,0,,No,,,No,,No,,In ear apple earphones,Strongly Disagree,Disagree,Agree,SSS0039,39759,,,,
2020-09-23 19:13:29,2020-09-23 19:25:41,IP Address,96.246.169.96,100,731,True,2020-09-23 19:25:41,R_2TBs4LbWfZNRxGI,,,,,40.7259979248046875,-73.84799957275390625,anonymous,EN,19,Female,SONA for course credit,,English,,Detractor,5,2-3,10-13,"Yes, but not so well",piano,To listen for sharp note differences,Yes,I based it on obvious changes in the melody.,No,,over-the-ear headphones,Strongly Agree,Agree,Agree,SSS0036,39681,,Unknown,,Unknown
2020-09-23 19:30:57,2020-09-23 19:32:37,IP Address,216.165.95.143,100,99,True,2020-09-23 19:32:37,R_1Kx1EC8YHoF2bvZ,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Female,SONA for course credit,,English,,Passive,8,9+,7-17,"Yes, but not so well","piano, guitar",listening and counting,No,,No,,"air pods ",Strongly Agree,Strongly Agree,Agree,SSS0047,40050,,,,Unknown
2020-09-23 19:38:09,2020-09-23 19:40:33,IP Address,108.35.30.125,100,144,True,2020-09-23 19:40:34,R_5h7QvdnWEW2dq2l,,,,,41.0095062255859375,-74.00789642333984375,anonymous,EN,19,Female,SONA for course credit,,English,,Detractor,6,6-8,10-18,"Yes, I do alright","piano, cello, percussion","pictured a scale as the notes played, looked for out-of-key notes or extra notes",Yes,the pitch would change or there would be a wrong note or notes,No,,in-ear headphones,Strongly Agree,Strongly Disagree,Agree,SSS0085,39769,,Unknown,,Unknown
2020-09-23 20:33:13,2020-09-23 20:34:24,IP Address,24.193.83.239,100,71,True,2020-09-23 20:34:24,R_3CHINnprPAADim9,,,,,40.630401611328125,-74.16410064697265625,anonymous,EN,22,Male,SONA for course credit,,Spanish,,Detractor,3,0,,No,,"None ",No,,No,,"Headphones ",Agree,Neither Agree nor Disagree,Agree,SSS0052,34995,,,,Unknown
2020-09-23 20:43:22,2020-09-23 20:49:58,IP Address,193.148.18.78,100,396,True,2020-09-23 20:49:59,R_1eFdSdOKMTwbPoO,,,,,40.7156982421875,-74,anonymous,EN,18,Female,SONA for course credit,,English,,Promoter,9,9+,8-18,"Yes, I do alright","piano, violin, flute, drums, ukulele",remembering the tone,Yes,"Any tone with different notes from the test tone, I chose as most different.",No,,Airpods,Agree,Agree,Agree,SSS0065,39466,,Unknown,,Unknown
2020-09-23 20:51:05,2020-09-23 20:52:32,IP Address,69.119.30.186,100,86,True,2020-09-23 20:52:32,R_3MKVqhk73G5gseY,,,,,40.5175018310546875,-74.39910125732421875,anonymous,EN,19,Female,SONA for course credit,,English,,Passive,7,6-8,5-16,"Yes, I do alright","Piano, Violin",key changes,Yes,Changes from major key to minor,No,,"yes, earphones",Agree,Disagree,Agree,SSS0021,39754,,Unknown,,Unknown
2020-09-23 21:00:03,2020-09-23 21:01:40,IP Address,216.165.95.160,100,96,True,2020-09-23 21:01:40,R_2zklBQ61ktpuQZB,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,21,Female,SONA for course credit,,English,,Detractor,2,0,,"Yes, but not so well","Saxophone ",Tried to listen for whether or not there were slight changes in the note played,No,,No,,in ear,Strongly Agree,Strongly Disagree,Agree,SSS0088,39516,,,,Unknown
2020-09-23 21:07:47,2020-09-23 21:11:35,IP Address,69.142.165.64,100,227,True,2020-09-23 21:11:35,R_22FCDNYDQtXeSOv,,,,,40.7581939697265625,-74.99140167236328125,anonymous,EN,18,Female,SONA for course credit,,English,,Detractor,6,4-5,13-17,No,,"I would first listen for any differences between the original recording and option 1. If they were the same, I would then focus in on comparing option 1 and option 2 to determine if option 2 is different from the original recording. If option 1 was different, then I would keep that in mind and try to disregard when comparing option 2 to the original recording.",Yes,"I would listen to see if there was a progression up a scale and followed by a note in a different key/or a contrasting note to that of the sequence that was just played. By listening to specific features, I tried to remember the original melodies in its entirety.",No,,in-ear earphones,Strongly Agree,Agree,Agree,SSS0112,39932,,Unknown,,Unknown
2020-09-23 21:21:43,2020-09-23 21:27:27,IP Address,24.185.208.173,100,344,True,2020-09-23 21:27:28,R_3J2ywwLwwaXzh36,,,,,40.9893035888671875,-72.178802490234375,anonymous,EN,18,Female,SONA for course credit,,English,,Passive,8,6-8,10-18,"Yes, I do alright",Flute and Piano,"I clapped my hands to a steady beat, as if I had a metronome with me. ",Yes,"Sometimes some of the notes would be different but part of the melody would be in the two options. Other times, there was one or two notes that made the two melodies different.",No,,"I used in-ear headphones. They are Apple Airpods. ",Agree,Disagree,Agree,SSS0117,39601,,Unknown,,Unknown
2020-09-23 21:55:51,2020-09-23 21:58:57,IP Address,76.99.94.27,100,185,True,2020-09-23 21:58:58,R_3CBcjlWnKFk18SB,,,,,40.0865020751953125,-74.9824981689453125,anonymous,EN,19,Male,SONA for course credit,,Other (please specify below):,Chinese,Detractor,5,1,14-15,No,,High and low notes,No,,No,,In-ear AKG earbuds,Strongly Agree,Neither Agree nor Disagree,Agree,SSS0141,39751,,,,Unknown
2020-09-23 22:07:40,2020-09-23 22:09:07,IP Address,216.165.95.155,100,87,True,2020-09-23 22:09:07,R_1K3lKt3T7j9XAyp,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,17,Male,SONA for course credit,,English,,Detractor,6,0,,No,,,Yes,"Different notes ",No,,"Over-the-ear headphones ",Agree,Agree,Agree,SSS0106,39569,,Unknown,,
2020-09-23 22:32:23,2020-09-23 22:36:59,IP Address,23.16.138.52,100,276,True,2020-09-23 22:37:00,R_2sTKGcfXUrBA0eA,,,,,49.2624053955078125,-123.160400390625,anonymous,EN,19,Female,SONA for course credit,,Other (please specify below):,Mandarin,Passive,8,9+,3-15,"Yes, I do alright",Piano and violin,"I tried to discern the note that didn't fit with the general test melody. Or if the first option was very similar to the test melody, I would be ready to listen carefully for a ""wrong note"" in the upcoming option 2. ",Yes,I tried listening for the odd note out-- one that sounded off from the test melody.,Yes,Sometimes I would just imagine a mood for the test melody and if the options strayed from that general mood (ie. evil to happy) I would assume something's off.,I listened with over-the-ear headphones that I got for $12 at Staples. It does not have a brand.,Strongly Agree,Agree,Agree,SSS0144,39725,,Unknown,,Unknown
2020-09-23 22:48:21,2020-09-23 22:51:03,IP Address,216.165.95.179,100,161,True,2020-09-23 22:51:03,R_yHHx3Qi1ovLZOFj,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Female,SONA for course credit,,Other (please specify below):,French,Passive,7,9+,5-17,"Yes, I do alright",Piano,"dissonances, minor/major, key changes",Yes,"if i noticed a certain note changed in the first recording, i would listen for a change in the second recording",No,,airpods,Strongly Agree,Agree,Agree,SSS0156,39716,,Unknown,,Unknown
2020-09-23 23:19:33,2020-09-23 23:22:11,IP Address,216.165.95.169,100,158,True,2020-09-23 23:22:12,R_C4yUzEeuTIXEbDz,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,19,Other,SONA for course credit,,English,,Passive,7,4-5,12-17,"Yes, but not so well","Piano, Guitar","not sure, just listing for things that stick out",Yes,higher/lower notes,No,,'skull' In-ear headphones,Strongly Agree,Strongly Disagree,Agree,SSS0158,40186,,Unknown,,Unknown
2020-09-24 00:25:21,2020-09-24 00:26:36,IP Address,216.165.95.150,100,75,True,2020-09-24 00:26:37,R_0jgNAeSkXY9Ag6d,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,19,Female,SONA for course credit,,English,,Detractor,5,6-8,14-19,"Yes, I do alright","Saxophone, Flute",,No,,No,,"headphones ",Agree,Strongly Agree,Agree,SSS0213,39623,,,,
2020-09-24 02:37:28,2020-09-24 02:39:16,IP Address,190.104.120.241,100,107,True,2020-09-24 02:39:16,R_ZCucaRL2qz2U3st,,,,,14.6327972412109375,-90.5198974609375,anonymous,EN,19,Female,SONA for course credit,,Spanish,,Detractor,5,2-3,16,"Yes, I do alright",guitar and piano,ranges between intervals,No,,No,,headphones,Strongly Agree,Strongly Disagree,Agree,SSS0151,40187,,,,Unknown
2020-09-24 03:56:12,2020-09-24 03:58:06,IP Address,173.56.231.211,100,113,True,2020-09-24 03:58:07,R_2wnJEHZ75YOoLpA,,,,,40.87030029296875,-73.85250091552734375,anonymous,EN,21,Male,SONA for course credit,,English,,Detractor,2,1,6,"Yes, but not so well",Recorder,"I tried to pay attention to anything that deviated from the original ",Yes,Some of the tones or keys used were different,No,,Over the ear,Strongly Agree,Neither Agree nor Disagree,Agree,SSS0280,40076,,Unknown,,Unknown
