,index,rt,stimulus,key_press,name,trial_type,trial_index,time_elapsed,internal_node_id,set,transposition,mode,mode_no,probe_pitches,question_num,response,response_numeric,subject,sona_x,block,time,malformed,Unnamed: 0,subject_age,How did you listen to the task?,"If you have had musical training, how old were you during this period (i.e., age-range)?",What is your first language?,How did you arrive at this experiment?,What is your first language (if other)?,subject_gender,How many years of formal music theory training do you have?,Do you have perfect (absolute) pitch?,What informed your judgement (if anything) of how familiar were the melodies?,What general strategy (if any) did you use to judge whether melodies had some notes that were more important than others?,Would you consider yourself a musical person? (0-10),How many years of formal musical training do you have?,Do you play any instruments (with or without formal training)?,Which instruments do you play (if any)?,I understood the instructions of the task,I found the task difficult,What general strategy (if any) did you use to judge the similarity across the melodies?,RecordedDate,sona_y,understood task
507,507,620,Some notes felt more important than others.,53,likert,html-keyboard-response,337,490194,0.0-337.0,0 1 3 4 6,-2,"[0, 1, 3, 4, 6]",0,2 1 2 10 4 -1 2 4 2 4 -1 2,371,agree,5,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
508,508,320,The melody as a whole or parts of it felt familiar.,52,likert,html-keyboard-response,339,491519,0.0-339.0,0 1 3 4 6,-2,"[0, 1, 3, 4, 6]",0,2 1 2 10 4 -1 2 4 2 4 -1 2,371,somewhat agree,4,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
509,509,1910,The audio clip was melodic.,51,likert,html-keyboard-response,341,494434,0.0-341.0,0 1 3 4 6,-2,"[0, 1, 3, 4, 6]",0,2 1 2 10 4 -1 2 4 2 4 -1 2,371,neutral,3,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
510,510,570,Some notes felt more important than others.,50,likert,html-keyboard-response,346,552685,0.0-346.0,0 2 3 5 7,-1,"[0, 1, 3, 5, 10]",1,2 0 2 0 9 11 2 -1 2 4 2 11,381,somewhat disagree,2,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
511,511,1841,The melody as a whole or parts of it felt familiar.,53,likert,html-keyboard-response,348,555529,0.0-348.0,0 2 3 5 7,-1,"[0, 1, 3, 5, 10]",1,2 0 2 0 9 11 2 -1 2 4 2 11,381,agree,5,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
512,512,1090,The audio clip was melodic.,52,likert,html-keyboard-response,350,557623,0.0-350.0,0 2 3 5 7,-1,"[0, 1, 3, 5, 10]",1,2 0 2 0 9 11 2 -1 2 4 2 11,381,somewhat agree,4,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
513,513,2313,Some notes felt more important than others.,53,likert,html-keyboard-response,355,566248,0.0-355.0,0 3 4 5 7,0,"[0, 1, 2, 4, 9]",1,4 1 2 9 4 0 9 4 1 2 1 9,391,agree,5,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
514,514,683,The melody as a whole or parts of it felt familiar.,51,likert,html-keyboard-response,357,567932,0.0-357.0,0 3 4 5 7,0,"[0, 1, 2, 4, 9]",1,4 1 2 9 4 0 9 4 1 2 1 9,391,neutral,3,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
515,515,1292,The audio clip was melodic.,51,likert,html-keyboard-response,359,570230,0.0-359.0,0 3 4 5 7,0,"[0, 1, 2, 4, 9]",1,4 1 2 9 4 0 9 4 1 2 1 9,391,neutral,3,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
516,516,608,Some notes felt more important than others.,52,likert,html-keyboard-response,364,577790,0.0-364.0,0 2 3 5 6,-2,"[0, 2, 3, 9, 11]",2,0 1 7 10 7 -2 0 10 0 10 -2 10,401,somewhat agree,4,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,probe doesn't include all set's notes.,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
517,517,1048,The melody as a whole or parts of it felt familiar.,49,likert,html-keyboard-response,366,579844,0.0-366.0,0 2 3 5 6,-2,"[0, 2, 3, 9, 11]",2,0 1 7 10 7 -2 0 10 0 10 -2 10,401,disagree,1,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,probe doesn't include all set's notes.,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
518,518,581,The audio clip was melodic.,49,likert,html-keyboard-response,368,581428,0.0-368.0,0 2 3 5 6,-2,"[0, 2, 3, 9, 11]",2,0 1 7 10 7 -2 0 10 0 10 -2 10,401,disagree,1,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,probe doesn't include all set's notes.,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
519,519,867,Some notes felt more important than others.,51,likert,html-keyboard-response,373,589035,0.0-373.0,0 1 4 7 8,0,"[0, 3, 6, 7, 11]",1,0 3 0 6 7 11 12 0 6 3 11 0,411,neutral,3,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
520,520,1990,The melody as a whole or parts of it felt familiar.,50,likert,html-keyboard-response,375,592029,0.0-375.0,0 1 4 7 8,0,"[0, 3, 6, 7, 11]",1,0 3 0 6 7 11 12 0 6 3 11 0,411,somewhat disagree,2,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
521,521,848,The audio clip was melodic.,50,likert,html-keyboard-response,377,593883,0.0-377.0,0 1 4 7 8,0,"[0, 3, 6, 7, 11]",1,0 3 0 6 7 11 12 0 6 3 11 0,411,somewhat disagree,2,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
522,522,3890,Some notes felt more important than others.,51,likert,html-keyboard-response,382,604605,0.0-382.0,0 2 3 5 7,-1,"[0, 5, 7, 8, 10]",4,9 4 7 11 9 6 11 -1 9 11 -1 7,421,neutral,3,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
523,523,345,The melody as a whole or parts of it felt familiar.,52,likert,html-keyboard-response,384,605954,0.0-384.0,0 2 3 5 7,-1,"[0, 5, 7, 8, 10]",4,9 4 7 11 9 6 11 -1 9 11 -1 7,421,somewhat agree,4,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
524,524,29,The audio clip was melodic.,49,likert,html-keyboard-response,386,606987,0.0-386.0,0 2 3 5 7,-1,"[0, 5, 7, 8, 10]",4,9 4 7 11 9 6 11 -1 9 11 -1 7,421,disagree,1,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
525,525,420,Some notes felt more important than others.,53,likert,html-keyboard-response,391,614248,0.0-391.0,0 3 4 7 8,1,"[0, 1, 5, 8, 9]",3,1 2 1 6 1 10 2 9 2 9 1 9,431,agree,5,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
526,526,406,The melody as a whole or parts of it felt familiar.,51,likert,html-keyboard-response,393,615657,0.0-393.0,0 3 4 7 8,1,"[0, 1, 5, 8, 9]",3,1 2 1 6 1 10 2 9 2 9 1 9,431,neutral,3,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
527,527,489,The audio clip was melodic.,50,likert,html-keyboard-response,395,617150,0.0-395.0,0 3 4 7 8,1,"[0, 1, 5, 8, 9]",3,1 2 1 6 1 10 2 9 2 9 1 9,431,somewhat disagree,2,SSSQ0003,38374,4,2020-11-22 09:50:07.358000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
528,528,2338,Some notes felt more important than others.,52,likert,html-keyboard-response,4,11128,0.0-4.0,0 2 3 5 6,3,"[0, 6, 8, 9, 11]",4,3 9 15 11 12 9 15 11 9 3 14 15,1,somewhat agree,4,SSSQ0003,38374,5,2020-11-22 10:23:11.782000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
529,529,491,The melody as a whole or parts of it felt familiar.,52,likert,html-keyboard-response,6,12624,0.0-6.0,0 2 3 5 6,3,"[0, 6, 8, 9, 11]",4,3 9 15 11 12 9 15 11 9 3 14 15,1,somewhat agree,4,SSSQ0003,38374,5,2020-11-22 10:23:11.782000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
530,530,262,The audio clip was melodic.,53,likert,html-keyboard-response,8,13892,0.0-8.0,0 2 3 5 6,3,"[0, 6, 8, 9, 11]",4,3 9 15 11 12 9 15 11 9 3 14 15,1,agree,5,SSSQ0003,38374,5,2020-11-22 10:23:11.782000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
531,531,502,Some notes felt more important than others.,52,likert,html-keyboard-response,13,20657,0.0-13.0,0 3 4 5 7,3,"[0, 5, 8, 9, 10]",4,12 8 13 8 13 12 3 15 13 15 3 15,11,somewhat agree,4,SSSQ0003,38374,5,2020-11-22 10:23:11.782000+00:00,probe doesn't include all set's notes.,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
532,532,557,The melody as a whole or parts of it felt familiar.,51,likert,html-keyboard-response,15,22216,0.0-15.0,0 3 4 5 7,3,"[0, 5, 8, 9, 10]",4,12 8 13 8 13 12 3 15 13 15 3 15,11,neutral,3,SSSQ0003,38374,5,2020-11-22 10:23:11.782000+00:00,probe doesn't include all set's notes.,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
533,533,242,The audio clip was melodic.,53,likert,html-keyboard-response,17,23460,0.0-17.0,0 3 4 5 7,3,"[0, 5, 8, 9, 10]",4,12 8 13 8 13 12 3 15 13 15 3 15,11,agree,5,SSSQ0003,38374,5,2020-11-22 10:23:11.782000+00:00,probe doesn't include all set's notes.,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
534,534,1210,Some notes felt more important than others.,53,likert,html-keyboard-response,22,30973,0.0-22.0,0 1 3 4 6,2,"[0, 2, 8, 9, 11]",3,14 11 13 11 10 13 14 11 14 10 2 4,21,agree,5,SSSQ0003,38374,5,2020-11-22 10:23:11.782000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
535,535,2162,The melody as a whole or parts of it felt familiar.,50,likert,html-keyboard-response,24,34137,0.0-24.0,0 1 3 4 6,2,"[0, 2, 8, 9, 11]",3,14 11 13 11 10 13 14 11 14 10 2 4,21,somewhat disagree,2,SSSQ0003,38374,5,2020-11-22 10:23:11.782000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
536,536,399,The audio clip was melodic.,52,likert,html-keyboard-response,26,35538,0.0-26.0,0 1 3 4 6,2,"[0, 2, 8, 9, 11]",3,14 11 13 11 10 13 14 11 14 10 2 4,21,somewhat agree,4,SSSQ0003,38374,5,2020-11-22 10:23:11.782000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
537,537,204,Some notes felt more important than others.,51,likert,html-keyboard-response,31,41925,0.0-31.0,0 2 5 6 7,-3,"[0, 3, 4, 5, 10]",1,1 -3 1 -3 0 -3 7 9 2 7 1 0,31,neutral,3,SSSQ0003,38374,5,2020-11-22 10:23:11.782000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
538,538,1104,The melody as a whole or parts of it felt familiar.,53,likert,html-keyboard-response,33,44032,0.0-33.0,0 2 5 6 7,-3,"[0, 3, 4, 5, 10]",1,1 -3 1 -3 0 -3 7 9 2 7 1 0,31,agree,5,SSSQ0003,38374,5,2020-11-22 10:23:11.782000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
539,539,726,The audio clip was melodic.,53,likert,html-keyboard-response,35,45761,0.0-35.0,0 2 5 6 7,-3,"[0, 3, 4, 5, 10]",1,1 -3 1 -3 0 -3 7 9 2 7 1 0,31,agree,5,SSSQ0003,38374,5,2020-11-22 10:23:11.782000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
540,540,314,Some notes felt more important than others.,53,likert,html-keyboard-response,40,52228,0.0-40.0,0 2 5 6 8,-2,"[0, 2, 6, 8, 11]",3,-2 4 10 6 10 0 9 6 10 6 4 6,41,agree,5,SSSQ0003,38374,5,2020-11-22 10:23:11.782000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
541,541,1650,The melody as a whole or parts of it felt familiar.,51,likert,html-keyboard-response,42,54882,0.0-42.0,0 2 5 6 8,-2,"[0, 2, 6, 8, 11]",3,-2 4 10 6 10 0 9 6 10 6 4 6,41,neutral,3,SSSQ0003,38374,5,2020-11-22 10:23:11.782000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
542,542,1722,The audio clip was melodic.,52,likert,html-keyboard-response,44,57607,0.0-44.0,0 2 5 6 8,-2,"[0, 2, 6, 8, 11]",3,-2 4 10 6 10 0 9 6 10 6 4 6,41,somewhat agree,4,SSSQ0003,38374,5,2020-11-22 10:23:11.782000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
